issn,issn_norm,title,title_norm,publisher,imprint,model,usd,eur,gbp,source
1467-9892,14679892,Journal of Time Series Analysis,journal time series analysis,Wiley,,hybrid,3510,2880,2340,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1753-8424,17538424,Journal of Topology,journal topology,Wiley,,hybrid,3930,3280,2620,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1573-6598,15736598,Journal of Traumatic Stress,journal traumatic stress,Wiley,,hybrid,3280,2740,2140,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1550-9613,15509613,Journal of Ultrasound in Medicine,journal ultrasound medicine,Wiley,,hybrid,4300,3570,2850,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1654-1103,16541103,Journal of Vegetation Science,journal vegetation science,Wiley,,hybrid,3600,3000,2400,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1476-4431,14764431,Journal of Veterinary Emergency and Critical Care,journal veterinary emergency critical care,Wiley,,hybrid,3400,2850,2270,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1365-2885,13652885,Journal of Veterinary Pharmacology and Therapeutics,journal veterinary pharmacology therapeutics,Wiley,,hybrid,4520,3810,3030,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1548-0585,15480585,Journal of Vinyl & Additive Technology,journal vinyl additive technology,Wiley,,hybrid,3990,3330,2690,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1365-2893,13652893,Journal of Viral Hepatitis,journal viral hepatitis,Wiley,,hybrid,4610,3840,3080,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1469-7998,14697998,Journal of Zoology,journal zoology,Wiley,,hybrid,4650,3880,3100,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1755-6988,17556988,Juvenile and Family Court Journal,juvenile family court journal,Wiley,,hybrid,3050,2570,2030,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1433-7347,14337347,"Knee Surgery, Sports Traumatology, Arthroscopy",knee surgery sports traumatology arthroscopy,Wiley,,hybrid,4300,3600,3300,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-1441,10991441,Knowledge and Process Management,knowledge process management,Wiley,,hybrid,2900,2400,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-6435,14676435,Kyklos,kyklos,Wiley,,hybrid,3800,3170,2550,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9914,14679914,LABOUR,labour,Wiley,,hybrid,3040,2510,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1440-1770,14401770,"Lakes & Reservoirs: Science, Policy and Management for Sustainable Use",lakes reservoirs science policy management sustainable use,Wiley,,hybrid,2760,2280,1840,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-145X,1099145X,Land Degradation & Development,land degradation development,Wiley,,hybrid,5230,4380,3470,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1749-818X,1749818X,Language and Linguistics Compass,language linguistics compass,Wiley,,hybrid,2900,2400,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9922,14679922,Language Learning,language learning,Wiley,,hybrid,3950,3300,2670,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1863-8899,18638899,Laser & Photonics Reviews,laser photonics reviews,Wiley,,hybrid,4880,4030,3240,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1096-9101,10969101,Lasers in Surgery and Medicine,lasers surgery medicine,Wiley,,hybrid,4620,3800,3080,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2041-7373,20417373,Latin American Policy,latin american policy,Wiley,,hybrid,3040,2570,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9930,14679930,Law & Policy,law policy,Wiley,,hybrid,3040,2580,2010,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1531-5355,15315355,Leader to Leader,leader to leader,Wiley,,hybrid,2950,2550,2320,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2044-8333,20448333,Legal and Criminological Psychology,legal criminological psychology,Wiley,,hybrid,3730,3150,2470,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1939-9162,19399162,Legislative Studies Quarterly,legislative studies quarterly,Wiley,,hybrid,3190,2680,2060,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1939-5590,19395590,Limnology and Oceanography,limnology oceanography,Wiley,,hybrid,3710,2960,2230,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1539-6088,15396088,Limnology and Oceanography Bulletin,limnology oceanography bulletin,Wiley,,hybrid,3200,2560,1920,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1541-5856,15415856,Limnology and Oceanography: Methods,limnology oceanography methods,Wiley,,hybrid,3710,2960,2230,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1558-9307,15589307,Lipids,lipids,Wiley,,hybrid,3770,3170,2510,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1741-4369,17414369,Literacy,literacy,Wiley,,hybrid,3640,3050,2450,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1741-4113,17414113,Literature Compass,literature compass,Wiley,,hybrid,2900,2400,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1478-3231,14783231,Liver International,liver international,Wiley,,hybrid,4780,4000,3170,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1557-6833,15576833,Lubrication Science,lubrication science,Wiley,,hybrid,3950,3300,2590,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1522-7243,15227243,Luminescence,luminescence,Wiley,,hybrid,3350,2770,2270,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1757-5672,17575672,LUTS: Lower Urinary Tract Symptoms,luts lower urinary tract symptoms,Wiley,,hybrid,3240,2740,2160,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1616-5195,16165195,Macromolecular Bioscience,macromolecular bioscience,Wiley,,hybrid,4880,4030,3240,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1521-3935,15213935,Macromolecular Chemistry and Physics,macromolecular chemistry physics,Wiley,,hybrid,4220,3520,2870,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1521-3927,15213927,Macromolecular Rapid Communications,macromolecular rapid communications,Wiley,,hybrid,4550,3810,3070,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1862-8338,18628338,Macromolecular Reaction Engineering,macromolecular reaction engineering,Wiley,,hybrid,4020,3350,2730,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1521-3900,15213900,Macromolecular Symposia,macromolecular symposia,Wiley,,hybrid,4020,3350,2730,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1521-3919,15213919,Macromolecular Theory and Simulations,macromolecular theory simulations,Wiley,,hybrid,4090,3410,2780,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1097-458X,1097458X,Magnetic Resonance in Chemistry,magnetic resonance chemistry,Wiley,,hybrid,4440,3700,2960,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1522-2594,15222594,Magnetic Resonance in Medicine,magnetic resonance medicine,Wiley,,hybrid,3750,3210,2680,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1365-2907,13652907,Mammal Review,mammal review,Wiley,,hybrid,4300,3570,2850,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-1468,10991468,Managerial and Decision Economics,managerial decision economics,Wiley,,hybrid,3120,2620,2090,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1439-0485,14390485,Marine Ecology,marine ecology,Wiley,,hybrid,3560,2970,2390,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1748-7692,17487692,Marine Mammal Science,marine mammal science,Wiley,,hybrid,3570,2990,2380,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1098-2787,10982787,Mass Spectrometry Reviews,mass spectrometry reviews,Wiley,,hybrid,5230,4380,3470,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1521-4176,15214176,Materials and Corrosion,materials corrosion,Wiley,,hybrid,3540,2930,2350,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1521-4052,15214052,Materialwissenschaft und Werkstofftechnik,materialwissenschaft und werkstofftechnik,Wiley,,hybrid,3460,2890,2330,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9965,14679965,Mathematical Finance,mathematical finance,Wiley,,hybrid,3840,3190,2590,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1521-3870,15213870,Mathematical Logic Quarterly,mathematical logic quarterly,Wiley,,hybrid,2900,2400,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-1476,10991476,Mathematical Methods in the Applied Sciences,mathematical methods applied sciences,Wiley,,hybrid,5000,4200,3300,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2041-7942,20417942,Mathematika,mathematika,Wiley,,hybrid,3930,3280,2620,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1522-2616,15222616,Mathematische Nachrichten,mathematische nachrichten,Wiley,,hybrid,3460,2890,2330,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1365-2915,13652915,Medical and Veterinary Entomology,medical veterinary entomology,Wiley,,hybrid,4350,3590,2900,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1548-1387,15481387,Medical Anthropology Quarterly,medical anthropology quarterly,Wiley,,hybrid,3570,2990,2380,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1365-2923,13652923,Medical Education,medical education,Wiley,,hybrid,5300,4440,3510,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1326-5377,13265377,Medical Journal of Australia,medical journal australia,Wiley,,hybrid,3910,3330,2940,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2473-4209,24734209,Medical Physics,medical physics,Wiley,,hybrid,3530,2920,2340,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1098-1128,10981128,Medicinal Research Reviews,medicinal research reviews,Wiley,,hybrid,4980,4170,3300,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9973,14679973,Metaphilosophy,metaphilosophy,Wiley,,hybrid,2900,2400,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1945-5100,19455100,Meteoritics & Planetary Science,meteoritics planetary science,Wiley,,hybrid,3460,3120,2720,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-999X,1467999X,Metroeconomica,metroeconomica,Wiley,,hybrid,3350,2770,2270,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1348-0421,13480421,Microbiology and Immunology,microbiology immunology,Wiley,,hybrid,2750,2300,1850,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1549-8719,15498719,Microcirculation,microcirculation,Wiley,,hybrid,3920,3290,2620,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1097-0029,10970029,Microscopy Research and Technique,microscopy research technique,Wiley,,hybrid,4250,3570,2830,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1098-2752,10982752,Microsurgery,microsurgery,Wiley,,hybrid,3780,3150,2540,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1098-2760,10982760,Microwave and Optical Technology Letters,microwave optical technology letters,Wiley,,hybrid,2470,2050,1670,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1475-4967,14754967,Middle East Policy,middle east policy,Wiley,,hybrid,3460,2890,2330,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1094-348X,1094348X,Milton Quarterly,milton quarterly,Wiley,,hybrid,2900,2400,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1468-0017,14680017,Mind & Language,mind language,Wiley,,hybrid,4150,3470,2780,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1751-228X,1751228X,"Mind, Brain, and Education",mind brain education,Wiley,,hybrid,3610,2970,2460,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1468-0025,14680025,Modern Theology,modern theology,Wiley,,hybrid,2900,2400,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1098-2744,10982744,Molecular Carcinogenesis,molecular carcinogenesis,Wiley,,hybrid,4490,3780,3010,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1365-294X,1365294X,Molecular Ecology,molecular ecology,Wiley,,hybrid,5150,4500,3860,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1868-1751,18681751,Molecular Informatics,molecular informatics,Wiley,,hybrid,3800,3170,2550,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1365-2958,13652958,Molecular Microbiology,molecular microbiology,Wiley,,hybrid,4430,3800,3180,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1613-4133,16134133,Molecular Nutrition & Food Research,molecular nutrition food research,Wiley,,hybrid,4880,4030,3240,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2041-1014,20411014,Molecular Oral Microbiology,molecular oral microbiology,Wiley,,hybrid,4250,3520,2830,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1098-2795,10982795,Molecular Reproduction and Development,molecular reproduction development,Wiley,,hybrid,4260,3550,2840,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1531-8257,15318257,Movement Disorders,movement disorders,Wiley,,hybrid,4660,3900,3130,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2330-1619,23301619,Movement Disorders Clinical Practice,movement disorders clinical practice,Wiley,,hybrid,3540,2960,2360,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1097-4598,10974598,Muscle & Nerve,muscle nerve,Wiley,,hybrid,4610,3830,3090,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1557-0681,15570681,Musculoskeletal Care,musculoskeletal care,Wiley,,hybrid,3240,2660,2160,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1548-1379,15481379,Museum Anthropology,museum anthropology,Wiley,,hybrid,3400,2850,2270,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1468-2249,14682249,Music Analysis,music analysis,Wiley,,hybrid,3040,2570,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1469-8129,14698129,Nations and Nationalism,nations nationalism,Wiley,,hybrid,3940,3280,2630,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1477-8947,14778947,Natural Resources Forum,natural resources forum,Wiley,,hybrid,3040,2570,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2168-8281,21688281,Natural Sciences Education,natural sciences education,Wiley,,hybrid,1770,1600,1410,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1520-6750,15206750,Naval Research Logistics,naval research logistics,Wiley,,hybrid,3700,3070,2450,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1873-0604,18730604,Near Surface Geophysics,near surface geophysics,Wiley,,hybrid,3570,2990,2630,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1440-1797,14401797,Nephrology,nephrology,Wiley,,hybrid,4300,3590,2820,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1097-0037,10970037,Networks,networks,Wiley,,hybrid,3750,3120,2500,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1365-2982,13652982,Neurogastroenterology & Motility,neurogastroenterology motility,Wiley,,hybrid,4640,3870,3140,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2049-4173,20494173,Neurology and Clinical Neuroscience,neurology clinical neuroscience,Wiley,,hybrid,3010,2500,1980,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1440-1789,14401789,Neuropathology,neuropathology,Wiley,,hybrid,3570,3010,2380,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1365-2990,13652990,Neuropathology and Applied Neurobiology,neuropathology applied neurobiology,Wiley,,hybrid,4700,3930,3160,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1520-6777,15206777,Neurourology and Urodynamics,neurourology urodynamics,Wiley,,hybrid,3860,3200,2550,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1536-0717,15360717,New Directions for Adult and Continuing Education,new directions adult continuing education,Wiley,,hybrid,3140,2630,2110,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1536-0733,15360733,New Directions for Community Colleges,new directions community colleges,Wiley,,hybrid,3140,2630,2110,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1534-875X,1534875X,New Directions for Evaluation,new directions evaluation,Wiley,,hybrid,3140,2630,2110,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1536-0741,15360741,New Directions for Higher Education,new directions higher education,Wiley,,hybrid,3140,2630,2110,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2373-3357,23733357,New Directions for Student Leadership,new directions student leadership,Wiley,,hybrid,3140,2630,2110,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1536-0695,15360695,New Directions for Student Services,new directions student services,Wiley,,hybrid,3140,2630,2110,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1536-0768,15360768,New Directions for Teaching and Learning,new directions teaching learning,Wiley,,hybrid,3140,2630,2110,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1469-8137,14698137,New Phytologist,new phytologist,Wiley,,hybrid,5790,4850,3860,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1468-005X,1468005X,"New Technology, Work and Employment",new technology work employment,Wiley,,hybrid,4180,3470,2800,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1745-7939,17457939,New Zealand Geographer,new zealand geographer,Wiley,,hybrid,3040,2510,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1175-8775,11758775,New Zealand Journal of Agricultural Research,new zealand journal agricultural research,Wiley,,hybrid,3450,3310,2870,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1175-8643,11758643,New Zealand Journal of Botany,new zealand journal botany,Wiley,,hybrid,2700,2590,2250,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1175-8783,11758783,New Zealand Journal of Crop and Horticultural Science,new zealand journal crop horticultural science,Wiley,,hybrid,2500,2400,2080,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1175-8791,11758791,New Zealand Journal of Geology and Geophysics,new zealand journal geology geophysics,Wiley,,hybrid,3400,3260,2830,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1175-8805,11758805,New Zealand Journal of Marine and Freshwater Research,new zealand journal marine freshwater research,Wiley,,hybrid,3000,2880,2500,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1175-8821,11758821,New Zealand Journal of Zoology,new zealand journal zoology,Wiley,,hybrid,3300,3160,2740,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-1492,10991492,NMR in Biomedicine,nmr biomedicine,Wiley,,hybrid,3640,3020,2440,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1542-7854,15427854,Nonprofit Management & Leadership,nonprofit management leadership,Wiley,,hybrid,3460,2890,2330,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1468-0068,14680068,Noûs,no s,Wiley,,hybrid,2900,2450,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-1506,10991506,Numerical Linear Algebra With Applications,numerical linear algebra with applications,Wiley,,hybrid,4880,4030,3240,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1098-2426,10982426,Numerical Methods for Partial Differential Equations,numerical methods partial differential equations,Wiley,,hybrid,3750,3120,2500,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1442-2018,14422018,Nursing & Health Sciences,nursing health sciences,Wiley,,hybrid,4430,3700,2950,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1478-5153,14785153,Nursing In Critical Care,nursing critical care,Wiley,,hybrid,3570,2990,2380,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1440-1800,14401800,Nursing Inquiry,nursing inquiry,Wiley,,hybrid,4720,3930,3150,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1466-769X,1466769X,Nursing Philosophy,nursing philosophy,Wiley,,hybrid,3920,3290,2620,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1747-0080,17470080,Nutrition & Dietetics,nutrition dietetics,Wiley,,hybrid,2920,2440,1940,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-3010,14673010,Nutrition Bulletin,nutrition bulletin,Wiley,,hybrid,3500,2940,2340,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1941-2452,19412452,Nutrition in Clinical Practice,nutrition clinical practice,Wiley,,hybrid,3750,3160,2500,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1930-739X,1930739X,Obesity,obesity,Wiley,,hybrid,5230,4430,3750,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-789X,1467789X,Obesity Reviews,obesity reviews,Wiley,,hybrid,5720,4830,3800,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1834-4461,18344461,Oceania,oceania,Wiley,,hybrid,3040,2510,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1600-0706,16000706,Oikos,oikos,Wiley,,hybrid,3820,2870,1970,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1753-0237,17530237,OPEC Energy Review,opec energy review,Wiley,,hybrid,3040,2510,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-1514,10991514,Optimal Control Applications and Methods,optimal control applications methods,Wiley,,hybrid,4020,3350,2680,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1538-9235,15389235,Optometry and Vision Science,optometry vision science,Wiley,,hybrid,3900,3740,3240,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1601-0825,16010825,Oral Diseases,oral diseases,Wiley,,hybrid,4990,4200,3340,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1881-4204,18814204,Oral Science International,oral science international,Wiley,,hybrid,3640,3040,2440,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1752-248X,1752248X,Oral Surgery,oral surgery,Wiley,,hybrid,3400,2800,2270,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1600-0730,16000730,Orbis Litterarum,orbis litterarum,Wiley,,hybrid,2900,2400,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1601-6343,16016343,Orthodontics & Craniofacial Research,orthodontics craniofacial research,Wiley,,hybrid,4030,3350,2670,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1097-6817,10976817,Otolaryngology-Head and Neck Surgery,otolaryngology head neck surgery,Wiley,,hybrid,4140,3560,3050,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1468-0084,14680084,Oxford Bulletin of Economics and Statistics,oxford bulletin economics statistics,Wiley,,hybrid,3840,3220,2560,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1468-0092,14680092,Oxford Journal of Archaeology,oxford journal archaeology,Wiley,,hybrid,2980,2470,1990,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1468-0106,14680106,Pacific Economic Review,pacific economic review,Wiley,,hybrid,2900,2400,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1976-5118,19765118,Pacific Focus,pacific focus,Wiley,,hybrid,2950,2440,1970,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1468-0114,14680114,Pacific Philosophical Quarterly,pacific philosophical quarterly,Wiley,,hybrid,2900,2400,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1540-8159,15408159,Pacing and Clinical Electrophysiology,pacing clinical electrophysiology,Wiley,,hybrid,4170,3470,2820,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-1522,10991522,Packaging Technology and Science,packaging technology science,Wiley,,hybrid,4150,3470,2780,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1365-3016,13653016,Paediatric and Perinatal Epidemiology,paediatric perinatal epidemiology,Wiley,,hybrid,4770,3940,3170,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1533-2500,15332500,Pain Practice,pain practice,Wiley,,hybrid,4550,3800,3070,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1475-4983,14754983,Palaeontology,palaeontology,Wiley,,hybrid,5250,4360,3470,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2572-4525,25724525,Paleoceanography and Paleoclimatology,paleoceanography paleoclimatology,Wiley,,hybrid,4190,3590,3000,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2056-2802,20562802,Papers in Palaeontology,papers palaeontology,Wiley,,hybrid,4700,4230,3160,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1365-3024,13653024,Parasite Immunology,parasite immunology,Wiley,,hybrid,4220,3520,2810,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1750-0206,17500206,Parliamentary History,parliamentary history,Wiley,,hybrid,3040,2570,2020,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1521-4117,15214117,Particle & Particle Systems Characterization,particle particle systems characterization,Wiley,,hybrid,4360,3640,2960,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1440-1827,14401827,Pathology International,pathology international,Wiley,,hybrid,3790,3140,2540,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1468-0130,14680130,Peace & Change,peace change,Wiley,,hybrid,3140,2630,2110,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1399-3038,13993038,Pediatric Allergy and Immunology,pediatric allergy immunology,Wiley,,hybrid,5300,4440,3510,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1460-9592,14609592,Pediatric Anesthesia,pediatric anesthesia,Wiley,,hybrid,4080,3420,2710,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1545-5017,15455017,Pediatric Blood & Cancer,pediatric blood cancer,Wiley,,hybrid,4640,3860,3040,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1525-1470,15251470,Pediatric Dermatology,pediatric dermatology,Wiley,,hybrid,3920,3290,2560,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2047-6310,20476310,Pediatric Obesity,pediatric obesity,Wiley,,hybrid,5120,4230,3400,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-0496,10990496,Pediatric Pulmonology,pediatric pulmonology,Wiley,,hybrid,4740,3970,3190,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1399-3046,13993046,Pediatric Transplantation,pediatric transplantation,Wiley,,hybrid,3730,3130,2440,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1442-200X,1442200X,Pediatrics International,pediatrics international,Wiley,,hybrid,2700,2250,1800,Wiley-Journal-APCs-OnlineOpen (1).xlsx
2475-8817,24758817,Peptide Science,peptide science,Wiley,,hybrid,3920,3290,2620,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1600-0757,16000757,Periodontology 2000,periodontology 2000,Wiley,,hybrid,4430,3700,2950,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-1530,10991530,Permafrost and Periglacial Processes,permafrost periglacial processes,Wiley,,hybrid,4480,3750,3000,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1475-6811,14756811,Personal Relationships,personal relationships,Wiley,,hybrid,3300,2790,2210,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1932-863X,1932863X,Personality and Mental Health,personality mental health,Wiley,,hybrid,3700,3090,2440,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1744-6570,17446570,Personnel Psychology,personnel psychology,Wiley,,hybrid,3400,2840,2270,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1931-2393,19312393,Perspectives On Sexual and Reproductive Health,perspectives sexual reproductive health,Wiley,,hybrid,3120,2650,2070,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1526-4998,15264998,Pest Management Science,pest management science,Wiley,,hybrid,5630,5070,3750,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1539-1612,15391612,Pharmaceutical Statistics,pharmaceutical statistics,Wiley,,hybrid,4880,4030,3240,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1099-1557,10991557,Pharmacoepidemiology and Drug Safety,pharmacoepidemiology drug safety,Wiley,,hybrid,4650,3990,3290,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1875-9114,18759114,Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy,pharmacotherapy journal human pharmacology drug therapy,Wiley,,hybrid,4230,3520,2850,Wiley-Journal-APCs-OnlineOpen (1).xlsx
1467-9205,14679205,Philosophical Investigations,philosophical investigations,Wiley,,hybrid,2900,2450,1930,Wiley-Journal-APCs-OnlineOpen (1).xlsx
